contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
133975,39,종달해녀의집,20021120090000,20230726142114,064-783-1752,종달해녀의집,,,http://tong.visitkorea.or.kr/cms/resource/78/1937178_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1937178_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 구좌읍 해맞이해안로 2276,,63364,126.9109145748,33.4971507518,6,"제주시 구좌읍에 위치하며 어촌계 직영으로 운영되는 종달해녀의집은 활전복해물뚝배기, 갈치조림, 생선회 등 다양한 메뉴를 제공한다. 올레 21코스 종달비당으로 향하는 길에 있어 올레길을 걷고난 후에 식사하기도 편리하다."
2854312,39,죽성고을,20220915153213,20220915153224,,,,,http://tong.visitkorea.or.kr/cms/resource/05/2854305_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2854305_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 한북로 176,,63240,126.5341175164,33.4622818879,6,"죽성고을은 제주시 애조로와 한북로가 만나는 옛 죽성마을에 있다. 죽성은 43사건 당시 잃어버린 마을로 지금은 주로 경작지로 쓰이고, 근처에는 골프연습장이 있다. 도민사이에서 가성비 좋은 시래기돌솥 밥 전문점으로 소문이 났다. 밑반찬이 푸짐하고 옥돔구이, 수육도 인기다. 시래기돌솥은 밥을 덜어 양념장, 강된장과 비벼 먹고 돌솥에 물을 부어 누룽지를 만들어 먹는다. 제주시 동쪽 조천과 서쪽 애월을 연결하는 애조로 부근에 있으며 주변 여행지로 방성문계곡이 있다."
2876704,39,중문 돌담흑돼지,20221026172903,20221026172928,,,,,http://tong.visitkorea.or.kr/cms/resource/96/2876696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2876696_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 909,1층,63534,126.4132881627,33.2577303589,6,"중문 돌담흑돼지는 중문관광단지 근처 일주서로에 있다. 고기는 제주 흑돼지 생고기와 숙성고기 모두 취급한다. 생고기의 경우 주문을 하면 테이블로 가져와 생고기를 확인시킨 후 초벌구이해서 다시 나오고, 숯불에 올려 꽈리고추와 함께 구워 먹는다. 숙성고기는 숙성고에서 드라이에이징 하는 모습을 확인할 수 있으며, 숄더랙, 뼈등심 등 100g 단위로 판매한다. 야외에는 테라스 자리가 있고, 근처에서 숙박하는 여행자를 위한 승합차 서비스가 있다. 중문관광단지, 색달해수욕장과 가깝다."
2850960,39,중문 모메든식당,20220907143228,20220907143239,,,,,http://tong.visitkorea.or.kr/cms/resource/47/2850947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2850947_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 508,,63541,126.4545402345,33.2535175856,6,"중문 모메든식당은 제주올레 8코스 하원동 하원초등학교 근처에 있다. 와인과 함께 할 수 있는 흑돼지 전문점으로 '모메든'은 제주어로 '마음에 든다'는 뜻이다. 흑돼지 연탄 깡통구이 전문점으로 제주산 흑돼지 근고기, 김치찌개, 몸국 등을 맛볼 수 있다. 반려견 동반이 가능하며, 외부 공간에서 캠핑 바비큐 분위기로 고기를 구워 먹는다. 근처 여행지로 약천사, 대포주상절리 등이 있다."
2843955,39,중문갈치조림 이조은식당,20220825095510,20220825095538,,,"<a href=""https://www.instagram.com/ejoeun77""target=""_blank"" title=""새창 : 중문갈치조림 이조은식당 사이트로 이동"">https://www.instagram.com/ejoeun77</a>",,http://tong.visitkorea.or.kr/cms/resource/49/2843949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2843949_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 천제연로 97 e조은식당,,63534,126.4161324192,33.2551056935,6,"중문갈치조림 이조은식당은 서귀포시 중문관광단지에 있다. 30년 갈치요리 전문가의 갈치조림이 대표 메뉴이며 갈치회, 갈치구이와 함께 3종 갈치 정식 세트를 판매한다. 새벽마다 직접 고른 제주산 생갈치를 손질해서 신선하게 관리하고, 제주산 생갈치만을 사용해 요리한다. 3종 고등어 정식 세트는 고등어회, 고등어조림, 고등어구이 등 고등어 요리 3종 모두를 맛볼 수 있다. 근처 여행지로 여미지식물원, 베릿내오름, 천제연폭포 등이 있다."
2863701,39,중문고등어쌈밥,20221005141149,20221005141204,,,,,http://tong.visitkorea.or.kr/cms/resource/94/2863694_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/2863694_image3_1.JPG,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 1240,1층,63534,126.3809380223,33.2653040135,6,"중문고등어쌈밥은 서귀포 군산 근처에 있다. 식당 옆에 11,570m²(3,500평) 규모의 꽃밭을 가꾸어 식사 전후로 유채, 장미, 핑크뮬리 등 꽃밭에서 사진을 찍을 수 있다. 묵은지 고등어쌈밥, 전복죽, 옥돔구이를 비롯해 왕돈까스 등 제주 여행 중 한 번쯤 먹게 되는 메뉴를 다양하게 준비해 가족 여행자들도 많이 찾는다. 가족 방문자를 위해 어린이 의자도 충분히 구비해 놓았다. 한쪽에선 제주산 가공식품 코너와 막걸리도 판매한다. 주변 여행지로 중문관광단지, 카멜리아힐 등이 있다."
2859012,39,중문색달통갈치조림구이,20220923144238,20220923144249,,,"<a href=""http://www.snname.com/saekdaltong/""target=""_blank"" title=""새창 : 중문색달통갈치조림구이 사이트로 이동"">http://www.snname.com/saekdaltong/</a>",,http://tong.visitkorea.or.kr/cms/resource/05/2859005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2859005_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 993,,63535,126.4045389069,33.2583912595,6,"중문색달통갈치조림구이는 중문관광단지 서쪽 예래천 근처에 있다. 통갈치요리 전문점으로 갈치조림, 옥돔구이, 돔베고기, 황게장, 전복장, 톳밥, 들깨미역국, 계절 반찬으로 상차림 세트 메뉴를 제공한다. 상차림이 푸짐하여 가족 여행자들이 많이 찾으며 통갈치구이의 경우 직원이 직접 먹기 좋게 살을 발라준다. 단체석, 어린이 의자가 있으며 반려동물 동반할 수 있다. 주변 여행지로 중문관광단지, 대왕천예래생태공원 등이 있다."
2791425,39,중문수두리보말칼국수,20211210181201,20230329135230,,,"<a href=""https://www.instagram.com/suduribomal_noodle/"" target=""_blank"" title=""새창 : 중문수두리보말칼국수 사이트로 이동"">https://www.instagram.com/suduribomal_noodle/</a>",,http://tong.visitkorea.or.kr/cms/resource/96/2800696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2800696_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 천제연로 192,(중문동),63546,126.4250095051,33.2516062199,6,"중문에 위치한 수두리 보말칼국수는 2013년 9월 오픈한 이래로 꾸준하게 도민과 관광객들의 사랑을 받아온 맛집이다. 직접 반죽한 톳 면에 매일 아침 준비하는 자연산 보말을 활용해 육수를 낸다. 반찬 역시 직접 손질하고 만들어 제공해 모든 메뉴에서 이곳 주인장만의 손맛이 느껴진다. 메뉴는 4가지로 단출한 편이다. 톳 보말칼국수인 수두리 보말칼국수는 시그니처 메뉴이며, 진한 보말 육수와 쫄깃한 톳 면의 조화가 좋다. 이 밖에도 톳 성게 칼국수와 성게 전복죽, 애피타이저로 먹을 수 있는 물만두 메뉴도 한 번씩 맛보기를 추천한다."
2755458,39,중문칠돈가,20211012184351,20231027130542,,,,,http://tong.visitkorea.or.kr/cms/resource/38/2755638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2755638_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 중문관광로 8,(색달동),63534,126.4144741763,33.2574915152,6,칠돈가 중문점은 넓은 주차장과 여유 있는 실내 공간에서 최고의 제주산 흑돼지와 백돼지를 두툼한 근고기로 맛볼 수 있다. 기본 2인 기준으로 600g씩 판매하며 고기 추가 시 300g씩 주문이 가능하다. 반찬과 야채는 셀프 리필이 가능한 코너가 마련되어 있고 숙련된 솜씨로 노릇노릇 잘 구운 고기를 먹기 좋게 잘라주는 종업원들 실력이 인상적이다. 쫄깃쫄깃한 흑돼지구이 한 점을 멜젓에 찍어 우도땅콩막걸리 한잔 곁들이면 여행의 피로가 눈 녹듯 사라진다. 중문 관광단지 사거리에서 한라산 방향 200미터쯤에 있으며 브레이크타임 후 바로 방문하면 대기 줄이 길지 않다.
2758844,39,중문해녀의집,20211019190342,20231221102231,,,,,http://tong.visitkorea.or.kr/cms/resource/92/2758892_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2758892_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 중문관광로 194,(중문동),63547,126.4191518851,33.2424043651,6,"중문 해녀의 집은 바다를 보며 해녀들이 갓 잡은 해산물을 바로 맛볼 수 있는 곳이다. 해녀들이 그날 잡아 그날 판매하니 재료의 선도가 특히 뛰어나다. 메뉴는 해산물과 전복죽 두 가지로 기본에 충실한 곳이다. 특히 꼬들꼬들한 식감의 전복과 내장을 넣고 푹 끓여 고소하고 진한 맛을 내는 전복죽은 이곳의 대표 메뉴이다. 전복죽은 조리 시간이 15분 정도 소요된다고 하니 미리 전화로 주문하면 시간에 맞춰 먹을 수 있다. 또한, 특정 해산물은 빨리 소진될 수 있으니 원하는 재료가 있는지 확인 후 방문하는 것이 좋다."
2858991,39,중문해물라면오빠네 본점,20220923143735,20220923143745,,,,,http://tong.visitkorea.or.kr/cms/resource/82/2858982_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2858982_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 962,,63534,126.4080774899,33.2583635404,6,"중문해물라면오빠네 본점은 중문관광단지 예래입구사거리 근처에 있다. 인테리어부터 메뉴까지 주인장이 직접 만들고 개발한 것으로 대표 메뉴인 문어해물라면은 라면스프와 캡사이신을 넣지 않고 비법소스를 직접 만들어 제공하고, 전복치즈밥은 리조또풍의 시그니처 메뉴로 문어라면과 잘 어울린다. 제주산 보말과 미역을 넣은 전복보말칼국수, 제주 흑돼지로 맛을 낸 꼬기라면도 인기다. 주변 여행지로 중문관광단지, 대왕수천예래생태공원 등이 있다."
2858406,39,중문회포장센터 새벽야시장,20220922111955,20220922112010,,,,,http://tong.visitkorea.or.kr/cms/resource/03/2858403_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/2858403_image3_1.JPG,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 중문관광로 293 중문에이스부동산,,63546,126.4292786894,33.2466568335,6,"중문회포장센터 새벽야시장은 중문관광단지 ICC 제주국제컨벤션센터 근처에 있다. 고등어회, 딱새우회, 갈치회 등 각종 모듬회를 포장해 갈 수 있는 곳으로 가성비 맛집이다. 새벽 1시까지 운영하고 있어서 야식 포장하기도 좋고, 40여 석 정도 되는 매장에서 늦은 시간까지 먹을 수도 있다. 인터넷 예약과 배달도 하고 있어서, 중문관광단지 내에서 숙박하는 여행자라면 배달해서 먹을 수 있다. 주차 공간도 여유로운 편이다. 주변 여행지로 대포주상절리, 베릿내오름, 천지연폭포, 중문색달해수욕장 등이 있다."
2654186,39,지미스,20200424011044,20210309230855,010-9868-8633,지미스,,,http://tong.visitkorea.or.kr/cms/resource/02/2667502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2667502_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 우도면 우도해안길 1132,,63365,126.9674124414,33.4977793773,6,제주특별자치도 제주시에 있는 카페이다. 대표메뉴는 아이스크림이다. 땅콩은 우도의 특산물이다.
2384971,39,지오아라,20160524222617,20230127133344,010-3013-0851,지오아라,,,http://tong.visitkorea.or.kr/cms/resource/49/2369549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2369549_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86,,63528,126.3078283451,33.2363505061,6,"산방산 아래 자리한 지오아라는 투물러스 요거트, 누룩빌레 주먹밥이 대표메뉴이다.누룩빌레 주먹밥은 당근, 감자, 미역 등과 밥을 섞어 납작하게 튀긴 주먹밥이다.가운데 웅덩이처럼 파인곳에 양파와 칠리소스가 담겨 있어 함께 곁들여 먹으며 투물러스 요거트와도 잘 어울린다."
2836808,39,지은이네밥상,20220816130515,20240112135141,,,,,http://tong.visitkorea.or.kr/cms/resource/05/2836805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2836805_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 고성동서로45번길 15-7,,63640,126.9121543974,33.4519863181,6,"지은이네 밥상은 성산읍 성산일출봉 근처에 있다. 아침밥을 먹을 수 있는 가성비 좋은 밥집으로 잘 알려져 있으며 반찬도 푸짐하다. 메뉴는 찌개류와 찜류인데 찌개를 주문하면 작은 사이즈의 찜요리가 서비스로 나온다. 김치찜, 갈비찜은 2인 이상 주문해야 하지만 찌개류는 1인 메뉴를 주문할 수 있어 나 홀로 여행자들에게도 인기이다. 주변 여행지로 성산일출봉, 섭지코지 등이 있다."
404180,39,진미명가,20080120073413,20231025142120,064-794-3639,진미명가,,,http://tong.visitkorea.or.kr/cms/resource/66/3024766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3024766_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 안덕면 사계남로 167,,63528,126.3076174292,33.2283513861,6,"진미명가는 제주 올레 10코스에 속한 사계해안 인근에 있는 다금바리 맛집이다. 한국에서 다금바리로 가장 유명한 횟집으로 3대째 전통을 이어온 명가이며 다금바리회를 대중화한 곳이다.
진미명가의 대표인 강창건 명인은 다금바리회 조성물 및 제조법 발명특허 1호이며, 2006년 슬로푸드 세계본부에서 선정한 세계 100대 요리 거장이기도 하다. 2019년에는 제주특별자치도로부터 향토음식장인으로 지정되기도 했다.
제주 바다 고유의 맛을 품고 있는 해산물과 다양한 종류의 반찬이 일품이다. 이외에도 회의 특수부위와 회를 뜨고 남은 뼈를 우려낸 고소하고 맑은 탕인 지리가 함께 나온다.
근처에는 제주잠수함관광, 사계포구, 용머리해안 등의 관광명소가 있다."
1019521,39,진주식당,20100512195115,20230116164021,064-762-5158,진주식당,,,http://tong.visitkorea.or.kr/cms/resource/69/2046469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2046469_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 태평로 353,,63592,126.5591646525,33.2466449994,6,"제주도의 별미로는 오분자기 뚝배기, 옥돔구이가 유명한데, 제주도 서귀포시에서 오분자기 뚝배기, 옥돔구이 등 제주 토속음식으로 가장 유명한 식당이 진주식당이다. 또한 진주식당에서는 오분작젓, 전복젓, 갈치젓, 조기젓 등 젓갈류도 포장 판매해 제주청정해역의 맛깔난 해산물의 풍미를 여행에서 돌아와서도 느낄 수 있게 한다. 근처에 천지연폭포가 위치하고 있어 관광과 더불어 식도락을 즐기기에는 제격인 곳이다.<br>"
3065420,39,짐바란비치,20231211133804,20231211134628,,,,,http://tong.visitkorea.or.kr/cms/resource/04/3065404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3065404_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 애월읍 애월북서길 56,,63043,126.3093314640,33.4641336763,6,"애월 카페거리에 있는 짐바란비치 제주는 시원하게 펼쳐진 바다와 정원에 심어진 야자수가 이국적인 정취를 물씬 풍기는 카페이다. 시그니처 메뉴는 우도땅콩라떼와 만다린 화이트 라떼, 코코넛 커피 스무디이다. 빵을 좋아하는 사람들의 제주 빵지순례 코스이기도 하다. 베이커리류 중 가장 유명한 것은 팡도르 속을 한라봉 쨈으로 듬뿍 채우고 슈가 파우더를 솔솔 뿌려 마무리한 한라봉 도르이다. 1층에는 카운터, 베이커리와 테이블석이 있고, 2층은 테이블석, 3층은 루프탑으로 다양한 공간으로 구성되어 있어 원하는 분위기에 따라 즐기면 된다."
2801936,39,집의기록상점,20211220231149,20231031171515,,,"<a href=""http://instagram.com/house_rec.store"" target=""_blank"" title=""새창 : 집의기록 인스타그램 페이지로 이동"">http://instagram.com/house_rec.store</a>",,,,,A05,A0502,A05020900,제주특별자치도 제주시 한림읍 귀덕11길 60,,63024,126.2972301340,33.4465326570,6,"제주시 한림읍에 위치하고 있는 집의기록상점은 바다 마을 작은 시골가게로 맛있는 타르트와 디저트를 소품들과 함께 판매하고 있다. 떠오르고 있는 베이커리&소품샵으로 관광객의 발걸음이 잦은 곳이다. 그중 줄 서서 먹을 정도로 타르트가 인기다. 디저트 외에도 아기자기한 소품, 다양한 식기류, 옷이 있다."
2767786,39,짬뽕에취한날,20211103230617,20231006110407,,,,,,,,A05,A0502,A05020400,제주특별자치도 제주시 귀아랑2길 4,(연동),63119,126.4978339020,33.4912336621,6,"짬뽕에 취한 날은 제주공항 근처 연동에 자리 잡은 짬뽕 전문점이다. 일반 중식당과 다르게 갈비가 올라간 갈비 짬뽕으로 유명해진 식당이다. 메뉴는 갈비 짬뽕과 일반 짬뽕, 짜장면, 탕수육, 깐풍육, 그리고 계절 메뉴인 갈비 냉짬뽕, 일반 냉짬뽕 등이 있다. 내부 홀은 넓은 편이며, A홀, B홀로 나누어 회전율을 높였다. 갈비 짬뽕에 올라간 갈비는 불향이 가득 묻어있으며, 맵지 않고 칼칼하고 얼큰한 맛에 단골이 많은 편이다. 관광객뿐만 아니라 현지 도민들도 점심시간에 즐겨 찾는다."
2843997,39,짱구분식,20220825101428,20220916133036,,,,,http://tong.visitkorea.or.kr/cms/resource/95/2843995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2843995_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 중동로48번길 3,,63590,126.5671583243,33.2502030663,6,"짱구분식은 서귀동 육거리 북쪽에 있다. 모닥치기 전문점인데 모닥치기는 제주도 말로 ''여러 개를. 한 접시에 모아준다'' 는 뜻이다. 제주도에서만 맛볼 수 있는 음식으로 짱구분식에서는 떡볶이, 김밥, 튀김, 전 등이 한 접시에 나온다. 라면, 순대 등 일반적인 분식점에서 파는 메뉴도 있다. 소박하고 예스러운 분위기와 푸짐하고 너무 맵지 않은 떡볶이 맛이 특징이며 가성비가 좋아 늘 대기가 길다. 주변 여행지로 이중섭거리, 소남머리 공원, 서귀포매일올레시장 등이 있다."
2787852,39,쪼끄뜨레,20211208000240,20230214162452,,,"<a href=""https://www.instagram.com/chochtre"" target=""_blank"" title=""새창 : 쪼끄뜨레 사이트로 이동"">https://www.instagram.com/chochtre</a>",,http://tong.visitkorea.or.kr/cms/resource/21/2792421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2792421_image2_1.jpg,Type3,A05,A0502,A05020300,제주특별자치도 제주시 한경면 두신로 85,,63002,126.1833449563,33.3506914765,6,제주 한경면에 자리한 흑돼지 돈가스 전문점이다. 쪼끄뜨레는 제주 사투리로 ‘가까이’란 의미다. 이름처럼 친근하고 아늑한 인테리어가 마음을 편안하게 만든다. 제주 흑돼지로 직접 만드는 돈가스는 주문과 동시에 튀겨내기 때문에 바삭하면서도 촉촉한 육즙을 즐길 수 있다. 담백한 돼지고기에 잘 어울리는 핑크솔트와 고추냉이도 준비되어 있다. 또 다른 인기 메뉴인 카레 돈가스는 진한 수제 카레와 어우러진 색다른 풍미가 입맛을 돋운다. 역시 육즙이 풍부해 한 조각씩 썰어 먹으면 더욱 맛있다. 저렴한 요금을 지불하면 돈가스를 추가할 수 있어 더욱 푸짐하게 즐길 수 있다.
2851565,39,쪼끌락,20220907161542,20220907161554,,,,,http://tong.visitkorea.or.kr/cms/resource/53/2851553_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2851553_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 김녕로21길 21,,63357,126.7553155654,33.5578415238,6,"쪼끌락카페는 김녕해수욕장 근처에 있다. 돌하르방 모양의 초콜릿 얼음을 우유로 녹여 먹는 돌하르방 초코라떼가 유명하며 김녕 바다를 표현한 김녕라떼, 돌하르방아포가토도 인기메뉴이다. 내부는 해녀의 고무옷, 태왁, 오래된 음료수병, 문갑과 소반 등 빈티지한 물건으로 가득하고, 음료를 해변 방향으로 놓고 사진찍기도 좋다. 근처 여행지로 세기알 해변, 김녕항, 삿갓오름 등이 있다."
2678833,39,쭈이빵,20201026233207,20210311193638,064-745-8888,쭈이빵,,,http://tong.visitkorea.or.kr/cms/resource/80/2675180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2675180_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 연동7길 42,,63123,126.4904263233,33.4863701932,6,제주 최고의 킹크랩 코스요리 전문점이다. 대표메뉴는 킹크랩이다. 제주특별자치도 제주시에 있는 한식전문점이다.
2863603,39,차롱전복칼국수,20221005133320,20221005133337,,,,,http://tong.visitkorea.or.kr/cms/resource/02/2863602_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/2863602_image3_1.JPG,Type3,A05,A0502,A05020100,제주특별자치도 제주시 서해안로 468-4,1층,63114,126.4894034608,33.5185332833,6,"차롱전복칼국수는 제주 용담해안도로 어영마을 정류장 앞에 있다. '차롱'은 바구니를 뜻하며 1인분씩 쟁반 대신 차롱에 담아 내온다. 전복 내장을 쓴 진한 국물에 미역과 전복을 넣고 직접 뽑은 칼국수 면발로 끓인 전복 칼국수, 뭉근하게 끓인 전복죽은 아침 식사하기 좋다. 사장님의 튀김 솜씨가 좋으며, 후식으로 제공하는 착즙 주스도 100% 제주산 제철 밀감류를 사용한다. 식당의 노란색 외관은 눈에 잘 띄며, 실내는 깔끔하다. 주문은 키오스크를 통해서 하면 된다. 식당 뒤쪽으로 주차장이 있다. 주변 여행지로 용연계곡, 무지개해안도로, 도두봉 등이 있다."
2805320,39,착한제주고등어,20220126163956,20240104135139,,,,,,,,A05,A0502,A05020100,제주특별자치도 제주시  신산로2길 (25),,63264,126.5293084674,33.5122179512,6,착한제주고등어는 제주시 동문재래시장 인근에 위치한 고등어요리 전문점이다. 제주 해역에서 잡은 싱싱한 고등어만을 사용해 건강한 요리를 제공한다. 1인분 주문도 가능하며 제주산 고등어와 갈치를 저렴한 가격에 즐길 수 있다. 밑반찬도 직접 만드는 착한 맛집이다.
2763796,39,착한집,20211027232547,20231019154311,,,"<a href=""http://www.instagram.com/jejugoodfish"" target=""_blank"" title=""새창 : 착한집 사이트로 이동"">http://www.instagram.com/jejugoodfish</a>",,http://tong.visitkorea.or.kr/cms/resource/60/2764060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2764060_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 서광로 98,(오라삼동),63149,126.5070162384,33.5000133921,6,"착한집은 50년이 넘는 역사를 자랑하는 갈치조림 맛집이다. 제주국제공항 인근에 위치해 제주 여행의 시작과 끝을 함께 하기에 좋다. 제주산 갈치와 제주산 갈비를 한 번에 맛볼 수 있는 갈갈조림이라는 착한집만의 시그니처 메뉴로 유명하다. 해산물인 갈치와 육고기인 갈비의 만남이 낯설게 느껴지지만, 한데 어우러지면 독특하고 맛깔스러운 조화를 이룬다. 조림 외에 고등어구이도 맛있다는 평이다. 신선한 재료로 만드는 음식으로 건강하고 푸짐한 식사가 가능하다."
2841345,39,착한튀김,20220823103208,20240117152609,,,,,http://tong.visitkorea.or.kr/cms/resource/32/2841332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2841332_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 진남로6길 20,,63289,126.5658634352,33.5204953959,6,"착한튀김은 제주시 화북 남문 주민센터 앞에 있다. 채널A의 먹거리 관련 프로그램에서 ‘착한 가게’로 선정되었던 분식집으로 통새우 튀김, 오징어튀김 등 튀김류를 주메뉴로 하며 떡볶이, 김밥 등을 판매한다. 이곳의 튀김은 얇은 튀김옷을 입혀 재료의 모습을 그대로 살려 튀겨내는 것이 특징이며 백년초로 담근 피클을 튀김과 함께 제공한다. 근처 여행지로 삼양 검은 모래 해수욕장, 원당봉 등이 있다."
2870869,39,참맛나김밥,20221019165330,20221205152145,,,,,http://tong.visitkorea.or.kr/cms/resource/67/2870867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2870867_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 한라대학로 31,,63088,126.4750333913,33.4786485812,6,"참맛나김밥은 제주시 노형동 한라대학교 앞에 있는 종합 분식집이다 인근 대학생들을 비롯해 현지인들이 즐겨 찾는 맛집으로 다양한 김밥과 사계절 내내 맛볼 수 있는 열무국수로 유명하다. 기본 찬으로 나오는 어묵무침은 특히 학생들에게 인기가 많다. 매콤한 장에 콩나물, 양배추 등과 함께 비벼 먹는 쫄면, 국물맛이 깊은 수제비, 고기가 많이 들어있는 고기김밥과 매콤한 멸추김밥도 맛있다. 대로변에 있어 접근성이 좋고 매장에서 먹든 테이크아웃을 하든 항상 변함없는 맛으로 사랑받는다. 주변 여행지로 한라수목원, 이호테우해수욕장 등이 있다."
2678854,39,참맛나흑돼지,20201026234807,20210311194952,064-743-8319,참맛나흑돼지,,,http://tong.visitkorea.or.kr/cms/resource/94/2675194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2675194_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 신대로8길 29,,63125,126.4935592595,33.4918640800,6,푸짐한 양을 자랑하는 흑돼지 전문점이다. 제주특별자치도 제주시에 있는 한식전문점이다. 대표메뉴는 흑돼지오겹살이다.
2807124,39,채훈이네해장국,20220215135535,20240103141942,,,"<a href=""https://www.instagram.com/chae_hoonine/"" target=""_blank"" title=""새창 : 채훈이네해장국 인스타그램 페이지로 이동"">https://www.instagram.com/chae_hoonine/</a>",,,,,A05,A0502,A05020100,제주특별자치도 제주시 한림읍 한림상로 29,,63012,126.2586594082,33.4054365995,6,채훈이네해장국은 제주도에서만 맛볼 수 있는 고사리 육개장과 몸국이 일품인 음식점이다. 점도 높은 제주식 고사리해장국과 모자반이 한가득 들어있는 몸국도 담백하게 즐길 수 있다.
2844014,39,천돈가 중문본점,20220825102036,20220825102045,,,"<a href=""https://blog.naver.com/sungmin6119""target=""_blank"" title=""새창 : 천돈가 중문본점 사이트로 이동"">https://blog.naver.com/sungmin6119</a>",,http://tong.visitkorea.or.kr/cms/resource/12/2844012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2844012_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 873,,63534,126.4174405726,33.2580803858,6,"천돈가 중문본점은 서귀포시 중문 관광단지입구 삼거리에 있다. 제주 근고기 전문점으로 소고기보다 부드럽고 육즙을 풍부하게 만든 제주흑돼지 근고기, 흑돼지 김치찌개, 시원한 열무김치, 조미료를 넣지 않은 계란찜 등이 있고, 특별메뉴로 제주흑돼지 돈마호크가 있다. 전라도식 직접 담은 김치에 흑돼지를 넣어 끓이는 김치찌개와 조미료를 넣지 않은 계란찜, 바질마늘소스 등 천돈가 중문본점만의 메뉴를 선보여 늘 대기 손님이 있다. 근처 여행지로 중문색달 해수욕장, 베릿내오름, 대포주상절리 등이 있다. 
※ 반려동물 동반 가능"
